Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
89187,"Revelation Space (Revelation Space, #1)",Alastair Reynolds,"Reynolds, Alastair",,"=""0441009425""","=""9780441009428""",0,3.99,Ace Books,Mass Market Paperback,585,2002,2000,,2018/11/25,to-read,to-read (#71),to-read,,,,0,0
33396171,"All Systems Red (The Murderbot Diaries, #1)",Martha Wells,"Wells, Martha",,"=""""","=""""",5,4.15,Tordotcom,Kindle Edition,156,2017,2017,2018/11/14,2018/11/04,,,read,,,,1,0
42611483,Escaping the Build Trap: How Effective Product Management Creates Real Value,Melissa Perri,"Perri, Melissa",,"=""""","=""""",0,4.30,O'Reilly Media,Kindle Edition,199,2018,2018,,2018/11/04,to-read,to-read (#70),to-read,,,,0,0
38900866,It Doesn't Have to Be Crazy at Work,Jason Fried,"Fried, Jason",David Heinemeier Hansson,"=""0062874780""","=""9780062874788""",0,4.01,Harper Business,Hardcover,240,2018,2018,,2018/10/28,to-read,to-read (#69),to-read,,,,0,0
15732720,"Uro (En Axel Steen-krimi, #1)",Jesper Stein,"Stein, Jesper",,"=""8740005941""","=""9788740005943""",0,3.68,Politiken,Paperback,408,2012,2012,,2018/10/28,to-read,to-read (#68),to-read,,,,0,0
289751,Proust and the Squid: The Story and Science of the Reading Brain,Maryanne Wolf,"Wolf, Maryanne",,"=""0060186399""","=""9780060186395""",0,3.84,Harper,Hardcover,308,2007,2007,,2018/10/20,to-read,to-read (#67),to-read,,,,0,0
287861,"Mortal Engines (Mortal Engines, #1)",Philip Reeve,"Reeve, Philip",,"=""0060082097""","=""9780060082093""",0,3.76,Harper Collins US UK,Paperback,326,2004,2001,,2018/10/20,to-read,to-read (#66),to-read,,,,0,0
19161852,"The Fifth Season (The Broken Earth, #1)",N.K. Jemisin,"Jemisin, N.K.",,"=""""","=""""",4,4.31,Orbit,Paperback,468,2015,2015,2018/10/05,2017/01/10,,,read,,,,1,0
12393566,"The Apocalypse Codex (Laundry Files, #4)",Charles Stross,"Stross, Charles",,"=""""","=""""",0,4.17,Ace,Kindle Edition,336,2012,2012,,2018/10/03,to-read,to-read (#65),to-read,,,,0,0
35527724,"Record of a Spaceborn Few (Wayfarers, #3)",Becky  Chambers,"Chambers, Becky",,"=""""","=""""",5,4.11,Hodderscape,Kindle Edition,383,2018,2018,2018/09/11,2018/06/04,,,read,Chambers er for mig en ny stemme i scifi. Og jeg elsker at høre den kærligt fortælle den her sammensatte og nærmest plotløse verden.,,,1,0
14572,Peace Is Every Step: The Path of Mindfulness in Everyday Life,Thich Nhat Hanh,"Hanh, Thich Nhat","Dalai Lama XIV, Arnold Kotler","=""0553351397""","=""9780553351392""",5,4.31,Random House Publishing Group,Paperback,134,1992,1992,2018/08/10,2018/08/10,,,read,"Det her er faktisk en fin lille bog, hvis man godt vil have lidt praktiske ideer til at praktisere nærvær.<br/><br/>Jeg har det stadig svært med fx at praktisere ""non-violence towards minerals"" og har i det hele taget en ret sekulær relation til buddhisme, pt.",,,1,0
209574,"The Heart of the Buddha's Teaching: Transforming Suffering into Peace, Joy, and Liberation",Thich Nhat Hanh,"Hanh, Thich Nhat",,"=""0767903692""","=""9780767903691""",3,4.32,Broadway Books,Paperback,294,1999,1998,2018/08/09,2018/06/30,,,read,,,,1,0
40963142,"Origin (Robert Langdon, #5)",Dan       Brown,"Brown, Dan",,"=""""","=""""",3,3.89,Anchor,Kindle Edition,463,2017,2017,,2018/08/09,,,read,,,,1,0
6336901,"Plainsong (Plainsong, #1)",Kent Haruf,"Haruf, Kent",,"=""""","=""""",5,4.03,,Kindle Edition,320,2001,1999,2018/08/09,2018/07/06,,,read,"Bogen før var den nyeste Dan Brown og uden at gøre det til en decideret komparativ analyse, kan man sig at det er som først at drikke lunkent vand fra et glas der tidligere har haft skummetmælk i sig for derefter at slubre en varm rig suppe med sødt og salt og surt og umami.<br/><br/>Kan også bare sige at det er en fantastisk roman. Har Hemingway i sig, men også meget andet. Rørende. Voldsom. Stille. Fantastiske detaljer.",,,1,0
12317564,"Virtual Light (Bridge Trilogy, #1)",William Gibson,"Gibson, William",,"=""""","=""""",5,3.87,,Kindle Edition,370,2000,1993,2018/07/06,2015/10/17,,,read,,,,1,0
12609433,The Power of Habit: Why We Do What We Do in Life and Business,Charles Duhigg,"Duhigg, Charles",,"=""1400069289""","=""9781400069286""",5,4.13,Random House,Hardcover,375,2012,2012,,2018/06/30,,,read,,,,1,0
31372705,Zombie Ocean Box Set: Books 1-3,Michael John Grist,"Grist, Michael John",,"=""""","=""""",0,4.22,,ebook,704,2016,,,2018/06/30,to-read,to-read (#63),to-read,,,,0,0
26118426,"Ninefox Gambit (The Machineries of Empire, #1)",Yoon Ha Lee,"Lee, Yoon Ha",,"=""""","=""""",0,3.80,Solaris Books,Paperback,384,2016,2016,,2018/06/14,to-read,to-read (#62),to-read,,,,0,0
22733729,"The Long Way to a Small, Angry Planet (Wayfarers, #1)",Becky  Chambers,"Chambers, Becky",,"=""1500453307""","=""9781500453305""",4,4.18,CreateSpace Independent Publishing Platform ,Paperback,518,2014,2014,2018/06/04,2018/06/04,,,read,,,,1,0
29475447,"A Closed and Common Orbit (Wayfarers, #2)",Becky  Chambers,"Chambers, Becky",,"=""1473621445""","=""9781473621442""",5,4.37,Hodder & Stoughton,Hardcover,365,2016,2016,2018/06/14,2018/06/04,,,read,,,,1,0
13589182,Mastery,Robert Greene,"Greene, Robert",,"=""0670024961""","=""9780670024964""",0,4.26,Viking,Hardcover,318,2012,2012,,2018/06/05,to-read,to-read (#61),to-read,,,,0,0
34928122,Artemis,Andy Weir,"Weir, Andy",,"=""0553448129""","=""9780553448122""",3,3.69,Crown,Hardcover,305,2017,2017,2018/04/23,2018/05/23,,,read,,,,1,0
21418013,"Lock In (Lock In, #1)",John Scalzi,"Scalzi, John",,"=""0765375869""","=""9780765375865""",4,3.91,Tor Books,Hardcover,336,2014,2014,,2014/11/20,,,read,,,,2,0
865,The Alchemist,Paulo Coelho,"Coelho, Paulo",Alan R. Clarke,"=""0061122416""","=""9780061122415""",4,3.91,HarperCollins,Paperback,197,1993,1988,,2018/05/23,,,read,,,,2,0
29939161,Radical Candor: Be a Kickass Boss Without Losing Your Humanity,Kim Malone Scott,"Scott, Kim Malone",,"=""1250103509""","=""9781250103505""",5,4.07,St. Martin's Press,Hardcover,336,2017,2017,2018/01/26,2018/01/26,,,read,,,,2,0
29496432,Find Your Why: A Practical Guide to Discovering Purpose for You and Your Team,Simon Sinek,"Sinek, Simon","David Mead, Peter Docker","=""0143111728""","=""9780143111726""",2,3.66,Portfolio,Paperback,256,2017,2017,2018/01/26,2017/10/06,,,read,,,,1,0
119322,"The Golden Compass (His Dark Materials, #1)",Philip Pullman,"Pullman, Philip",,"=""0679879242""","=""9780679879244""",5,4.02,Knopf,Hardcover,399,1996,1995,,2017/11/04,,,read,,,,1,0
46756,"Oryx and Crake (MaddAddam, #1)",Margaret Atwood,"Atwood, Margaret",,"=""""","=""""",5,4.01,Anchor Books,Paperback,389,2004,2003,2017/11/15,2017/10/11,,,read,,,,1,0
18753937,"The Sandman, Vol. 3: Dream Country",Neil Gaiman,"Gaiman, Neil",,"=""1401236502""","=""""",5,4.24,Vertigo,Kindle Edition,161,2011,1990,2017/10/22,2017/07/30,,,read,,,,1,0
23437156,"Six of Crows (Six of Crows, #1)",Leigh Bardugo,"Bardugo, Leigh",,"=""""","=""""",3,4.48,Henry Holt & Company,Hardcover,465,2015,2015,2017/10/06,2017/08/10,,,read,,,,1,0
23692271,Sapiens: A Brief History of Humankind,Yuval Noah Harari,"Harari, Yuval Noah",,"=""""","=""""",4,4.36,Vintage,Paperback,512,2015,2011,2017/10/06,2017/09/21,,,read,,,,1,0
15014,Crucial Conversations: Tools for Talking When Stakes are High,Kerry Patterson,"Patterson, Kerry","Stephen R. Covey, Joseph Grenny, Ron McMillan, Al Switzler","=""0071401946""","=""9780071401944""",5,4.07,McGraw-Hill,Paperback,240,2002,2002,2017/09/21,2017/06/16,,,read,,,,1,0
11334,Song of Solomon,Toni Morrison,"Morrison, Toni",,"=""140003342X""","=""9781400033423""",0,4.14,Vintage,Paperback,338,2004,1977,,2017/08/30,to-read,to-read (#60),to-read,,,,0,0
26940131,"Saga, Volume 4",Brian K. Vaughan,"Vaughan, Brian K.",Fiona Staples,"=""""","=""""",5,4.42,Image Comics,Kindle Edition,172,2014,2014,2017/08/10,2017/08/02,,,read,,,,1,0
157993,The Little Prince,Antoine de Saint-Exupéry,"Saint-Exupéry, Antoine de",Richard Howard,"=""""","=""""",3,4.32,"Harcourt, Inc.",Paperback,96,2000,1943,2017/08/10,2017/08/09,,,read,"En genlæsning. Den er sød. Men lidt for... fransk og... smuk? og/eller bare lidt for allegorisk til min smag. <br/>Kort er den til gengæld, og det gør den faktisk bedre, for gåde og spejl i større mængder sætter sig på min fordøjelse. ",,,1,0
100915,"The Lion, the Witch and the Wardrobe (Chronicles of Narnia, #1)",C.S. Lewis,"Lewis, C.S.","Tormod Haugen, Per Svein Paulsen","=""""","=""""",5,4.24,HarperCollins Publishers,Paperback,206,2005,1950,,2017/08/09,,,read,,,,1,0
4381,Fahrenheit 451,Ray Bradbury,"Bradbury, Ray",,"=""0307347974""","=""9780307347978""",4,3.97,DeBolsillo,Mass Market Paperback,158,2004,1953,,2017/08/09,,,read,,,,1,0
386162,"The Hitchhiker’s Guide to the Galaxy (The Hitchhiker's Guide to the Galaxy, #1)",Douglas Adams,"Adams, Douglas",,"=""""","=""""",4,4.23,Del Rey,Paperback,193,2007,1979,,2017/08/09,,,read,,,,1,0
5470,1984,George Orwell,"Orwell, George",,"=""""","=""""",5,4.19,New American Library,Mass Market Paperback,328,1950,1949,,2017/08/09,,,read,,,,1,0
2767052,"The Hunger Games (The Hunger Games, #1)",Suzanne Collins,"Collins, Suzanne",,"=""0439023483""","=""9780439023481""",3,4.34,Scholastic Press,Hardcover,374,2008,2008,,2017/08/09,,,read,,,,1,0
862041,"Harry Potter Series Box Set (Harry Potter, #1-7)",J.K. Rowling,"Rowling, J.K.",,"=""0545044251""","=""9780545044257""",5,4.74,Scholastic Inc.,Hardcover,4100,2007,2007,,2017/08/09,,,read,,,,1,0
234225,"Dune (Dune, #1)",Frank Herbert,"Herbert, Frank",,"=""0340839937""","=""9780340839935""",5,4.27,Hodder,Paperback,604,2006,1965,,2017/08/09,,,read,,,,1,0
33,The Lord of the Rings,J.R.R. Tolkien,"Tolkien, J.R.R.",,"=""""","=""""",5,4.53,Houghton Mifflin Harcourt,Paperback,1216,2005,1954,,2017/08/09,,,read,,,,1,0
113934,The Goal: A Process of Ongoing Improvement,Eliyahu M. Goldratt,"Goldratt, Eliyahu M.",Jeff Cox,"=""0884271781""","=""9780884271789""",5,4.08,North River Press,Paperback,384,2004,1984,2017/08/09,2017/06/21,,,read,Fabel-style bizlit og en strålende intro til Lean og theory of constraints.<br/>,,,1,0
21506712,"Saga, Volume 3",Brian K. Vaughan,"Vaughan, Brian K.",Fiona Staples,"=""""","=""""",5,4.49,Image,Kindle Edition,173,2014,2014,2017/08/02,2017/08/01,,,read,,,,1,0
26934849,"Saga, Volume 2",Brian K. Vaughan,"Vaughan, Brian K.",Fiona Staples,"=""""","=""""",0,4.49,Image Comics,Kindle Edition,171,2013,2013,2017/08/01,2017/08/01,,,read,,,,1,0
26888296,"Saga, Volume 1",Brian K. Vaughan,"Vaughan, Brian K.",Fiona Staples,"=""""","=""""",5,4.17,Image Comics,Kindle Edition,188,2012,2012,2017/07/31,2016/07/24,,,read,,,,1,0
17213611,"The Sandman, Vol. 2: The Doll's House",Neil Gaiman,"Gaiman, Neil",,"=""1401236510""","=""""",5,4.43,Vertigo,Kindle Edition,232,2011,1990,2017/07/30,2017/07/24,,,read,,,,1,0
989615,The Good Negress,A.J. Verdelle,"Verdelle, A.J.",,"=""0060976837""","=""9780060976835""",0,3.67,Harper Perennial,Paperback,320,1996,1995,,2017/07/05,to-read,to-read (#59),to-read,,,,0,0
22237161,The Sellout,Paul Beatty,"Beatty, Paul",,"=""0374260508""","=""9780374260507""",5,3.75,"Farrar, Straus and Giroux",Hardcover,289,2015,2015,2017/06/27,2017/06/12,,,read,"At Paul Beatty har vundet priser for poetry slam inden han begyndte at skrive romaner, fandt jeg først ud af da jeg allerede var gået igang med Audibles Audiobook udgave af The Sellout. <br/>Det er det lækreste sprog jeg har fået ind i ørerne meget længe og skabt til oplæsning og det sindssygt godt gjort af Prentice Onayemi, der naturligt flyder rundt i alliterationer, rytme og rimformer.<br/><br/>Jeg ved ikke helt, hvilken kasse jeg skal putte den i, den her. Men det er nok ""samfundskritisk satire over det post-raciale"" et-eller-andet. Med masser af bid og megasjov.<br/><br/>Hvis du stadig kan nå at få en lydbog i telefonen til ferien, så tag for guds skyld den her. Please.<br/><br/>Der er en grund til at den fik en Man Booker 2016 pris.",,,1,0
29496435,You Can't Touch My Hair: And Other Things I Still Have to Explain,Phoebe Robinson,"Robinson, Phoebe",Jessica  Williams,"=""0143129201""","=""9780143129202""",4,3.84,Plume,Paperback,285,2016,2016,,2017/07/05,,,read,,,,1,0
161906,James Baldwin,David A. Leeming,"Leeming, David A.",,"=""0517168936""","=""9780517168936""",5,4.31,Random House Value Publishing,Hardcover,384,1996,1994,2017/06/12,2017/04/10,,,read,"Det her er nok den stærkeste biografi, jeg har læst. Mit udgangspunkt var at læse lidt op på noget amerikansk historie med fokus på borgerrettigheder og racisme, og her kunne jeg få en vinkel med lidt litteratur-perspektiver.<br/>Jeg kendte kun Baldwin af omtale, citater hist og pist og har ikke tidligere læst noget af ham eller om ham og hans liv.<br/>Det er en stærk skildring af en enkelt mands vilde liv, men også en beskrivelse af udviklingen af den afroamerikanske identitet i al dens kompleksitet, som jeg slet ikke har nærmet mig en nogenlunde samlet forståelse af.<br/>Den handler også om litteratur, venskab, musik, teater, kærlighed, ensomhed, døden, homoseksualitet og om at kæmpe for noget der er større end en selv.<br/>",,,1,0
10884,Einstein: His Life and Universe,Walter Isaacson,"Isaacson, Walter",,"=""0743264738""","=""9780743264730""",5,4.16,Simon & Schuster,Hardcover,675,2007,2007,2017/05/15,2017/04/10,,,read,Rigtig fin formidling af videnskabshistorie. <br/>Og pænt vild mand.<br/>Anede f.eks. ikke at han blev spurgt om at være præsident for Israel. Det er ret skørt.,,,1,0
15914263,Software Development and Reality Construction,Christiane Floyd,"Floyd, Christiane","C. Weiler-Kühn, Heinz Züllighoven, Reinhard Budde, Reinhard Keil-Slawik","=""3642768199""","=""9783642768194""",0,3.00,Springer,Paperback,486,2011,1992,,2017/05/09,to-read,to-read (#58),to-read,,,,0,0
34145982,Migrations: New Short Fiction from Africa,Helen Moffett,"Moffett, Helen","Efemia Chela, Bongani Kona, Mirette Bahgat Eskaros, Stacy Hardy, Okafor Tochukwu, Lauri Kubuitsile, Blaize Kaye, Umar Turaki, Aba Asibon, Mary Ononokpono, Gamu Chamisa, Fred Khumalo, Mignotte Mekuria, Nyarsipi Odeph, Arja Salafranca, Francis Aubee, Sibongile Fisher, Megan Ross, Anne Moraa, T.J. Benson, Edwin Okolo, Karen Jennings, Izda Luhumyo","=""1780264054""","=""9781780264059""",0,4.13,New Internationalist,Paperback,272,2017,2017,,2017/04/10,to-read,to-read (#57),to-read,,,,0,0
30831912,Norse Mythology,Neil Gaiman,"Gaiman, Neil",,"=""""","=""""",5,4.11,W. W. Norton & Company,Kindle Edition,304,2017,2017,2017/04/10,2017/04/01,,,read,"Gaiman er den perfekte gendigter af nordisk mytologi. Myterne passer perfekt i hans hånd (og mund, hvis man som jeg tog hans egen oplæsning)..<br/>Også godt selvom eller særligt når man har læst Grundtvigs 1808/1832 skrifter om samme emne ;)",,,1,0
45252,"Pandora's Star (Commonwealth Saga, #1)",Peter F. Hamilton,"Hamilton, Peter F.",Marta García Martínez,"=""0345461622""","=""9780345461629""",3,4.23,Del Rey,Hardcover,768,2005,2004,2017/03/20,2014/10/05,,,read,,,,1,0
34469384,Verdens 100 farligste dyr,Sebastian Klein,"Klein, Sebastian",,"=""""","=""9788711462744""",5,4.15,Carlsen,Hardcover,213,2015,2015,2017/03/05,2017/03/05,,,read,"Denne bog har vi læst med min fem-årige datter hver eneste dag siden hun fik den juleaften.<br/>71 dage i træk and counting.<br/><br/>Det er en bog med farlige dyr, sorteret efter hvor mange mennesker, de har slået ihjel.<br/>Hvert dyr beskrives først, og så kommer der en meget grafisk historie, og i en del af tilfældene med detaljerede beskrivelser af, hvordan staklerne kom af dage. Afbedne lemmer, ituflåede lårpulsårer og indre kvæstelser er hverdagskost.<br/><br/>Kan barnet lide det?<br/>Hun vil have sengetøj med Sebastian Klein.<br/>Hun kan gætte dyr udfra små tekstfragmenter, her til aften gættede hun tyrehajen på ""[..] rystede det hele landet [..]""<br/>Hun foragter dyremishandlere, trofæjægere, krybskytter, pelsjægere og folk der jager dyr for sportens skyld.<br/><br/>Og den har også staying power for forældre.",,,1,0
5033101,Manage Your Project Portfolio: Increase Your Capacity and Finish More Projects,Johanna Rothman,"Rothman, Johanna",,"=""1934356298""","=""9781934356296""",0,3.71,Pragmatic Bookshelf,Paperback,210,2009,2008,,2017/02/10,to-read,to-read (#56),to-read,,,,0,0
25787956,Agile IT Organization Design: For Digital Transformation and Continuous Delivery,Sriram Narayan,"Narayan, Sriram",,"=""""","=""""",0,4.06,Addison-Wesley Professional,Kindle Edition,454,2015,2015,,2017/01/26,to-read,to-read (#55),to-read,,,,0,0
16278318,Armada,Ernest Cline,"Cline, Ernest",,"=""0804137250""","=""9780804137256""",4,3.55,Crown Publishing ,Hardcover,355,2015,2015,2017/01/23,2016/12/25,,,read,"Vældigt underholdende og selvom jeg er en gammel hest, der er 7 år ældre end hovedpersonens far, kan jeg stadig godt lide lidt sci-fi adventure :)",,,1,0
25814544,Sprint: How to Solve Big Problems and Test New Ideas in Just Five Days,Jake Knapp,"Knapp, Jake","John Zeratsky, Braden Kowitz","=""""","=""9781501121746""",0,4.19,Simon & Schuster,Hardcover,274,2016,2016,,2017/01/18,to-read,to-read (#54),to-read,,,,0,0
6931246,Kraken,China Miéville,"Miéville, China",,"=""034549749X""","=""9780345497499""",2,3.62,Del Rey,Hardcover,509,2010,2010,2017/01/18,2016/12/25,,,read,,,,1,0
13629,The Mythical Man-Month: Essays on Software Engineering,Frederick P. Brooks Jr.,"Jr., Frederick P. Brooks",,"=""0201835959""","=""9780201835953""",4,4.01,Addison-Wesley Professional,Paperback,322,1995,1975,,2008/06/26,,,read,,,,1,0
30659,Meditations,Marcus Aurelius,"Aurelius, Marcus",Martin Hammond,"=""0140449337""","=""9780140449334""",3,4.28,Penguin Books,Paperback,254,2006,180,2016/12/25,2016/12/24,,,read,"Jeg gik efter hestens egen stoiske mund. Og måtte sande, at ikke alt, der kommer ud af en hest, bør tages for gode varer. Indrømmet: En ca 1836 år gammel hest må forventes at være lige lovlig velhængt.<br/><br/>Men der er faktisk gode ting imellem de lidt underlige indskud om at ""en sten der bliver kastet op i luften, skammer sig ikke over at falde ned igen"", det sikkert ret tidstypiske kvinde- og slavesyn og en ikke ligefrem subtil kejserlig selvfedme.<br/>Den bør nok garneres med lidt Aurelius-wikipedia-læsning og lidt mere Stoicism 101, for at få det optimale udbytte, vurderer jeg.<br/><br/>",,,1,0
32109569,"We Are Legion (We Are Bob) (Bobiverse, #1)",Dennis E. Taylor,"Taylor, Dennis E.",,"=""""","=""""",4,4.28,Worldbuilders Press,Kindle Edition,383,2016,2016,2016/12/24,2016/12/10,,,read,"Årets positive scifi overraskelse. Geeky, temmelig sciency og sjov.",,,1,0
9950743,Dage,Dorthe Nors,"Nors, Dorthe",,"=""8763814285""","=""9788763814287""",0,3.42,Samleren,ebook,81,2010,2010,,2016/12/15,to-read,to-read (#53),to-read,,,,0,0
16084015,Impact Mapping: Making a Big Impact with Software Products and Projects,Gojko Adzic,"Adzic, Gojko",,"=""0955683645""","=""9780955683640""",0,4.05,Neuri Limited,Paperback,93,2012,2012,,2016/12/13,to-read,to-read (#52),to-read,,,,0,0
25813921,"Grit: Passion, Perseverance, and the Science of Success",Angela Duckworth,"Duckworth, Angela",,"=""1442397144""","=""9781442397149""",0,4.08,Simon & Schuster Audio,Audiobook,9,2016,2016,,2016/12/12,to-read,to-read (#51),to-read,,,,0,0
11101448,Alle vi børn i Bulderby,Astrid Lindgren,"Lindgren, Astrid",,"=""""","=""9788702083231""",4,4.31,Gyldendal,,89,2009,1946,2016/12/10,2016/08/03,,,read,"Nu har jeg læst den her tre gange så på den måde kommer den som den eneste anden bog op på siden af Dostojevskijs ""Idioten"" i antal af genlæsninger.<br/><br/>Forskellen er, at jeg selv valgte genlæsningerne af Idioten og at jeg i højere grad føler mig som en, hver gang min 5-årige datter insisterende råber ""BULDERBY! BULDERBY!"".<br/><br/>Det er dog en fantastisk børnebog der tåler moderat genlæsning for den voksne (op)læser.<br/><br/>Bliver man lidt træt af Lisa? Ja, det gør man. Men det er jo kun naturligt, når man oplever at andre menneskers børn, bliver ved med at gøre det samme igen og igen.<br/>""JA LISA, JEG TROR DU HAR FORTALT MIG OM DIN FØDSELSDAG FØR!"", får man lyst til at råbe ned i bogen.<br/><br/>Men læs den endelig en gang eller to, det kommer du ikke til at fortryde :)<br/>Tre? Nah.",,,1,0
25666050,Algorithms to Live By: The Computer Science of Human Decisions,Brian Christian,"Christian, Brian",Tom  Griffiths,"=""1627790365""","=""9781627790369""",5,4.13,Henry Holt and Co.,Hardcover,368,2016,2016,2016/12/09,2016/11/25,,,read,"Jeg gennemførte aldrig kurset om algoritmer, da jeg gik på universitetet, da min humanistiske fortid har givet mig en uhelbredelig allergi over for matriceregning. Så skulle den være ryddet af vejen.<br/><br/>Denne bog er awesome. <br/><br/>Det er en gennemgang af forskellige klasser/typer af algoritmer og deres historie(r), og de bliver så perspektiveret til, hvordan man kan forstå og takle hverdagsproblemer med algoritmisk indsigt.<br/>Det kan også bruges ift at arbejde og forstå komplekse forretningsdomæner.<br/>Og hvis man intet aner om algoritmer er det en PERFEKT måde at komme igang.",,,1,0
25329850,Thing Explainer: Complicated Stuff in Simple Words,Randall Munroe,"Munroe, Randall",,"=""0544668251""","=""9780544668256""",0,4.14,Dey Street Books,Hardcover,64,2015,2015,,2016/12/06,to-read,to-read (#50),to-read,,,,0,0
27276428,The Gene: An Intimate History,Siddhartha Mukherjee,"Mukherjee, Siddhartha",,"=""""","=""""",0,4.36,Scribner,Hardcover,592,2016,2016,,2016/12/06,to-read,to-read (#49),to-read,,,,0,0
22875447,Work Rules!: Insights from Inside Google That Will Transform How You Live and Lead,Laszlo Bock,"Bock, Laszlo",,"=""1455554790""","=""9781455554799""",5,4.13,Twelve,Hardcover,406,2015,2015,2016/11/20,2016/11/09,,,read,"Åh den er god den her. <br/>Dyyyybt indblik i hvordan Google kører *alle* aspekter af deres People Operations.<br/>Den er rigtigt spændende uanset hvilken side af disken du står på, men hvis du arbejder med mennesker er der meget at komme efter -- også selvom du ikke kan køre A/B tests på tværs af afdelinger/geografi i en organisation med 57.100 ansatte.<br/>",,,1,0
3985,The Amazing Adventures of Kavalier & Clay,Michael Chabon,"Chabon, Michael",,"=""0312282990""","=""9780312282998""",5,4.18,Picador USA,Paperback,639,2001,2000,,2016/11/09,,,read,,,,1,0
16703,The Yiddish Policemen's Union,Michael Chabon,"Chabon, Michael",,"=""0007149824""","=""9780007149827""",5,3.71,HarperCollins,Hardcover,414,2007,2007,,2016/11/09,,,read,,,,1,0
26795307,Moonglow,Michael Chabon,"Chabon, Michael",,"=""0062225553""","=""9780062225559""",0,3.80,Harper,Hardcover,430,2016,2016,,2016/11/09,to-read,to-read (#48),to-read,,,,0,0
15823480,Anna Karenina,Leo Tolstoy,"Tolstoy, Leo","Aylmer Maude, Louise Maude, Dieter Wellershoff, Bruno Goetz, Lev Tolstoj, Léon Tolstoï","=""""","=""""",5,4.09,Vintage,Paperback,964,2012,1878,2016/11/01,2016/09/14,,,read,"Det er jo en fantastisk roman!<br/>At det er 139 år siden, den blev skrevet gør ikke noget.<br/>Vi er før psykoanalysen så de kræfter der er på spil er pligt, ære, stolthed, passion og begær og den slags der passer godt til store kjoler, monokler, og et effektivt postvæsen der lader hovedpersonerne sende breve til hinanden adskillige gange om dagen. Nåja, og en masse tvivl på Gud.<br/>Den er elegant i sin struktur og særligt elsker jeg den måde den alvidende fortæller hele tiden bevæger sig ubesværet rundt om og ind og ud af alle hovedpersonerne. <br/><br/>",,,1,0
26273613,Scrum and XP from the Trenches,Henrik Kniberg,"Kniberg, Henrik",,"=""1329224272""","=""9781329224278""",5,4.21,Lulu.com,Paperback,184,2015,2007,2016/03/17,2016/02/08,,,read,"Hvis man kører eller tænker på at køre Scrum, er det her et must-read. <br/>Konkret og så velskrevet og kort at der vil være en sandsynlighed for at folk, man pusher den til, faktisk får den læst. Og alene der er den gratis pris + læsetid tjent tifold hjem.<br/>Spring på den, ven!",,,1,0
23290697,Stå fast,Svend Brinkmann,"Brinkmann, Svend",,"=""""","=""9788702161755""",4,3.62,Gyldendal,Paperback,158,2014,2014,2016/09/26,2016/08/15,,,read,Jeg kan godt forstå kritikken af den her bog. <br/>Men jeg er faktisk pisse ligeglad.<br/>For den har fået mig til at tænke lidt.,,,1,0
8935689,"Consider Phlebas (Culture, #1)",Iain M. Banks,"Banks, Iain M.",,"=""1857231384""","=""9781857231380""",4,3.85,Orbit,Paperback,467,1988,1987,2016/09/14,2016/08/11,,,read,,,,1,0
23209924,The Water Knife,Paolo Bacigalupi,"Bacigalupi, Paolo",,"=""0385352875""","=""9780385352871""",3,3.85,Knopf,Hardcover,371,2015,2015,2016/08/23,2015/11/08,,,read,"Scifi øko thriller. <br/>Godt med gore. <br/>Og lidt girl-on-girl og girl-on-boy action til husarerne, hvis man trænger til at blive trukket lidt op undervejs i en liiiidt langsom historie.<br/>",,,1,0
19056129,Stuff Matters: The Strange Stories of the Marvellous Materials that Shape Our Man-made World,Mark Miodownik,"Miodownik, Mark",,"=""014197074X""","=""9780141970745""",0,4.11,Penguin,Kindle Edition,259,2013,2013,,2016/08/11,to-read,to-read (#47),to-read,,,,0,0
129131,"The State of the Art (Culture, #4)",Iain M. Banks,"Banks, Iain M.",,"=""1597800740""","=""9781597800747""",0,3.83,Night Shade Books (San Francisco),Paperback,188,2007,1991,,2016/08/11,to-read,to-read (#46),to-read,,,,0,0
12007,"Use of Weapons (Culture, #3)",Iain M. Banks,"Banks, Iain M.",,"=""185723135X""","=""9781857231359""",0,4.17,Orbit,Paperback,411,1992,1990,,2016/08/11,to-read,to-read (#45),to-read,,,,0,0
11324720,The Crow Road,Iain Banks,"Banks, Iain",,"=""0356521761""","=""9780356521763""",4,4.08,,Kindle Edition,501,,1992,2016/08/11,2014/01/20,,,read,"Banks er en af mine All Time Favourite forfattere. <br/>Det forekommer mig, at jeg kunne lægge mig under hans tastatur og bare drikke mig sprogfuld i hvad fanden der nu kom ud af hans fingre.<br/>Så nu, hvor manden er død, skal jeg rationere den ulæste del af hans forfatterskab.<br/>Tip: han skriver awesome science fiction under ""Iain M. Banks"" og almindeligt fantastisk fiktion som ""Iain Banks"".",,,1,0
19061431,Adoption Healing... a path to recovery,Joe Soll,"Soll, Joe",,"=""""","=""""",5,4.34,Gateway Press,Kindle Edition,206,2000,2000,2016/08/10,2016/07/13,,,read,"Stærk bog for alle, der har adoption tæt inde på livet, tror jeg.<br/>Skal nok læses med et ret åbent sind, hvis man ikke er vant til en slags terapeutisk genre.",,,1,0
